date,close,rsi,equity,after_tax_equity,drawdown,running_peak,cumulative_return,after_tax_cumulative_return,cumulative_tax_paid
2025-05-05 16:00:00,94367.7734375,42.621136684801044,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-05 20:00:00,94748.3828125,46.15227646435266,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-06 00:00:00,94459.703125,43.94336791354073,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-06 04:00:00,94414.4609375,43.591243675014674,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-06 08:00:00,93799.7265625,39.016380151752784,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-06 12:00:00,94558.671875,46.4838188426107,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-06 16:00:00,94948.0859375,49.87534882349786,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-06 20:00:00,96800.1953125,62.15868734841982,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-07 00:00:00,96498.4140625,59.596017817043496,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-07 04:00:00,97023.5,62.4934959955109,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-07 08:00:00,97007.828125,62.349779644827834,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-07 12:00:00,96970.6953125,61.986043178167506,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-07 16:00:00,96197.09375,54.81188663990427,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-07 20:00:00,97034.25,60.182509851396425,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-08 00:00:00,99143.9921875,69.8935807847221,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-08 04:00:00,99259.609375,70.32077319123047,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-08 08:00:00,99445.6796875,71.03314245529845,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-08 12:00:00,100842.921875,75.74173955912144,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-08 16:00:00,101135.890625,76.6006125157345,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-08 20:00:00,103239.125,81.6292217205701,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-09 00:00:00,102404.171875,74.76051768593814,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-09 04:00:00,103727.40625,77.93001602692877,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-09 08:00:00,103010.375,72.60909169979152,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-09 12:00:00,102872.546875,71.59713389987539,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-09 16:00:00,103134.65625,72.38534123003915,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-09 20:00:00,102974.2578125,71.08529047672647,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-10 00:00:00,103196.5703125,71.840187770335,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-10 04:00:00,103817.40625,73.89026029902394,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-10 08:00:00,103415.7890625,70.32360825140184,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-10 12:00:00,103176.0546875,68.20716679212643,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-10 16:00:00,103207.4453125,68.34152045244642,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-10 20:00:00,104701.0703125,73.97671254532253,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
